Ano,Data,Estado,Subitem ICMS,Arrecadacao
2022,15/09/2022,Santa Catarina,Petróleo-Combustível-Lubrificantes Terciário,146046693
2022,15/10/2022,Santa Catarina,Petróleo-Combustível-Lubrificantes Terciário,142830298
2022,15/01/2022,Santa Catarina,Serviços de Comunicação,97288603
2022,15/02/2022,Santa Catarina,Serviços de Comunicação,93004457
2022,15/03/2022,Santa Catarina,Serviços de Comunicação,95767814
2022,15/04/2022,Santa Catarina,Serviços de Comunicação,91992709
2022,15/05/2022,Santa Catarina,Serviços de Comunicação,99796735
2022,15/06/2022,Santa Catarina,Serviços de Comunicação,97133930
2022,15/07/2022,Santa Catarina,Serviços de Comunicação,96681577
2022,15/08/2022,Santa Catarina,Serviços de Comunicação,94211300
2022,15/09/2022,Santa Catarina,Serviços de Comunicação,94211300
2022,15/10/2022,Santa Catarina,Serviços de Comunicação,75976576
2022,15/01/2022,Santa Catarina,Serviços de Transporte,75677283
2022,15/02/2022,Santa Catarina,Serviços de Transporte,73011595
2022,15/03/2022,Santa Catarina,Serviços de Transporte,74297171
2022,15/04/2022,Santa Catarina,Serviços de Transporte,85691434
2022,15/05/2022,Santa Catarina,Serviços de Transporte,82184063
2022,15/06/2022,Santa Catarina,Serviços de Transporte,86461215
2022,15/07/2022,Santa Catarina,Serviços de Transporte,87896166
2022,15/08/2022,Santa Catarina,Serviços de Transporte,92335594
2022,15/09/2022,Santa Catarina,Serviços de Transporte,92335594
2022,15/10/2022,Santa Catarina,Serviços de Transporte,96370796
2022,15/01/2022,São Paulo,Comércio Atacadista,3349429681
2022,15/02/2022,São Paulo,Comércio Atacadista,2994116336
2022,15/03/2022,São Paulo,Comércio Atacadista,3305820557
2022,15/04/2022,São Paulo,Comércio Atacadista,3328311271
2022,15/05/2022,São Paulo,Comércio Atacadista,3337153924
2022,15/06/2022,São Paulo,Comércio Atacadista,3362282018
2022,15/07/2022,São Paulo,Comércio Atacadista,3470662763
2022,15/08/2022,São Paulo,Comércio Atacadista,3608547118
2022,15/09/2022,São Paulo,Comércio Atacadista,3608547118
2022,15/10/2022,São Paulo,Comércio Atacadista,3527188495
2022,15/01/2022,São Paulo,Comércio Varejista,1648297199
2022,15/02/2022,São Paulo,Comércio Varejista,1686750537
2022,15/03/2022,São Paulo,Comércio Varejista,1391873586
2022,15/04/2022,São Paulo,Comércio Varejista,1358312660
2022,15/05/2022,São Paulo,Comércio Varejista,1546239891
2022,15/06/2022,São Paulo,Comércio Varejista,1722522770
2022,15/07/2022,São Paulo,Comércio Varejista,1740489970
2022,15/08/2022,São Paulo,Comércio Varejista,1720623006
2022,15/09/2022,São Paulo,Comércio Varejista,1720623006
2022,15/10/2022,São Paulo,Comércio Varejista,1518177382
2022,15/01/2022,São Paulo,Energia Elétrica Secundária,7936857
2022,15/02/2022,São Paulo,Energia Elétrica Secundária,1436440
2022,15/03/2022,São Paulo,Energia Elétrica Secundária,4308903
2022,15/04/2022,São Paulo,Energia Elétrica Secundária,4901012
2022,15/05/2022,São Paulo,Energia Elétrica Secundária,1851325
2022,15/06/2022,São Paulo,Energia Elétrica Secundária,21514768
2022,15/07/2022,São Paulo,Energia Elétrica Secundária,22029417
2022,15/08/2022,São Paulo,Energia Elétrica Secundária,20551948
2022,15/09/2022,São Paulo,Energia Elétrica Secundária,20551948
2022,15/10/2022,São Paulo,Energia Elétrica Secundária,23962806
2022,15/01/2022,São Paulo,Energia Elétrica Terciário,1394880898
2022,15/02/2022,São Paulo,Energia Elétrica Terciário,1306242824
2022,15/03/2022,São Paulo,Energia Elétrica Terciário,1339294897
2022,15/04/2022,São Paulo,Energia Elétrica Terciário,1393727762
2022,15/05/2022,São Paulo,Energia Elétrica Terciário,1404026239
2022,15/06/2022,São Paulo,Energia Elétrica Terciário,983712941
2022,15/07/2022,São Paulo,Energia Elétrica Terciário,974277762
2022,15/08/2022,São Paulo,Energia Elétrica Terciário,521581802
2022,15/09/2022,São Paulo,Energia Elétrica Terciário,521581802
2022,15/10/2022,São Paulo,Energia Elétrica Terciário,593340088
2022,15/01/2022,São Paulo,Outros ICMS,310675225
2022,15/02/2022,São Paulo,Outros ICMS,313373882
2022,15/03/2022,São Paulo,Outros ICMS,342324254
2022,15/04/2022,São Paulo,Outros ICMS,333722554
2022,15/05/2022,São Paulo,Outros ICMS,338234471
2022,15/06/2022,São Paulo,Outros ICMS,376539886
2022,15/07/2022,São Paulo,Outros ICMS,389523528
2022,15/08/2022,São Paulo,Outros ICMS,415321028
2022,15/09/2022,São Paulo,Outros ICMS,415321028
2022,15/10/2022,São Paulo,Outros ICMS,413654329
2022,15/01/2022,São Paulo,Petróleo-Combustível-Lubrificantes Secundário,1918263911
2022,15/02/2022,São Paulo,Petróleo-Combustível-Lubrificantes Secundário,1001214943
2022,15/03/2022,São Paulo,Petróleo-Combustível-Lubrificantes Secundário,2925646213
2022,15/04/2022,São Paulo,Petróleo-Combustível-Lubrificantes Secundário,1859919833
2022,15/05/2022,São Paulo,Petróleo-Combustível-Lubrificantes Secundário,1968327334
2022,15/06/2022,São Paulo,Petróleo-Combustível-Lubrificantes Secundário,2142713387
2022,15/07/2022,São Paulo,Petróleo-Combustível-Lubrificantes Secundário,1855706591
2022,15/08/2022,São Paulo,Petróleo-Combustível-Lubrificantes Secundário,1630593148
2022,15/09/2022,São Paulo,Petróleo-Combustível-Lubrificantes Secundário,1630593148
2022,15/10/2022,São Paulo,Petróleo-Combustível-Lubrificantes Secundário,1672761762
2022,15/01/2022,São Paulo,Petróleo-Combustível-Lubrificantes Terciário,429839257
2022,15/02/2022,São Paulo,Petróleo-Combustível-Lubrificantes Terciário,328138640
2022,15/03/2022,São Paulo,Petróleo-Combustível-Lubrificantes Terciário,468526371
2022,15/04/2022,São Paulo,Petróleo-Combustível-Lubrificantes Terciário,536589784
2022,15/05/2022,São Paulo,Petróleo-Combustível-Lubrificantes Terciário,489736446
2022,15/06/2022,São Paulo,Petróleo-Combustível-Lubrificantes Terciário,414486856
2022,15/07/2022,São Paulo,Petróleo-Combustível-Lubrificantes Terciário,644621670
2022,15/08/2022,São Paulo,Petróleo-Combustível-Lubrificantes Terciário,1111701176
2022,15/09/2022,São Paulo,Petróleo-Combustível-Lubrificantes Terciário,1111701176
2022,15/10/2022,São Paulo,Petróleo-Combustível-Lubrificantes Terciário,898221901
2022,15/01/2022,São Paulo,Serviços de Comunicação,772377625
2022,15/02/2022,São Paulo,Serviços de Comunicação,770335881
2022,15/03/2022,São Paulo,Serviços de Comunicação,750863056
2022,15/04/2022,São Paulo,Serviços de Comunicação,753415946
2022,15/05/2022,São Paulo,Serviços de Comunicação,766211772
2022,15/06/2022,São Paulo,Serviços de Comunicação,702017212
2022,15/07/2022,São Paulo,Serviços de Comunicação,706271032
2022,15/08/2022,São Paulo,Serviços de Comunicação,565541248
2022,15/09/2022,São Paulo,Serviços de Comunicação,565541248
2022,15/10/2022,São Paulo,Serviços de Comunicação,509078550
2022,15/01/2022,São Paulo,Serviços de Transporte,378145658
2022,15/02/2022,São Paulo,Serviços de Transporte,149718708
2022,15/03/2022,São Paulo,Serviços de Transporte,545525293
2022,15/04/2022,São Paulo,Serviços de Transporte,415018332
2022,15/05/2022,São Paulo,Serviços de Transporte,402579310
2022,15/06/2022,São Paulo,Serviços de Transporte,442357704
2022,15/07/2022,São Paulo,Serviços de Transporte,436771020
2022,15/08/2022,São Paulo,Serviços de Transporte,482204856
2022,15/09/2022,São Paulo,Serviços de Transporte,482204856
2022,15/10/2022,São Paulo,Serviços de Transporte,501790496
2022,15/01/2022,Sergipe,Comércio Atacadista,66517273
2022,15/02/2022,Sergipe,Comércio Atacadista,60882645
2022,15/03/2022,Sergipe,Comércio Atacadista,61143448
2022,15/04/2022,Sergipe,Comércio Atacadista,69739883
2022,15/05/2022,Sergipe,Comércio Atacadista,69395623
2022,15/06/2022,Sergipe,Comércio Atacadista,71342453
2022,15/07/2022,Sergipe,Comércio Atacadista,64486206
2022,15/08/2022,Sergipe,Comércio Atacadista,65344490
2022,15/09/2022,Sergipe,Comércio Atacadista,65344490
2022,15/10/2022,Sergipe,Comércio Atacadista,69048078
2022,15/01/2022,Sergipe,Comércio Varejista,58028417
2022,15/02/2022,Sergipe,Comércio Varejista,37766984
2022,15/03/2022,Sergipe,Comércio Varejista,38971052
2022,15/04/2022,Sergipe,Comércio Varejista,40167857
2022,15/05/2022,Sergipe,Comércio Varejista,39656599
2022,15/06/2022,Sergipe,Comércio Varejista,46060561
2022,15/07/2022,Sergipe,Comércio Varejista,42348805
2022,15/08/2022,Sergipe,Comércio Varejista,47681655
2022,15/09/2022,Sergipe,Comércio Varejista,47681655
2022,15/10/2022,Sergipe,Comércio Varejista,47967747
2022,15/01/2022,Sergipe,Energia Elétrica Secundária,41952096
2022,15/02/2022,Sergipe,Energia Elétrica Secundária,41217246
2022,15/03/2022,Sergipe,Energia Elétrica Secundária,39526700
2022,15/04/2022,Sergipe,Energia Elétrica Secundária,42778704
2022,15/05/2022,Sergipe,Energia Elétrica Secundária,39504145
2022,15/06/2022,Sergipe,Energia Elétrica Secundária,37527814
2022,15/07/2022,Sergipe,Energia Elétrica Secundária,34640821
2022,15/08/2022,Sergipe,Energia Elétrica Secundária,25319242
2022,15/09/2022,Sergipe,Energia Elétrica Secundária,25319242
2022,15/10/2022,Sergipe,Energia Elétrica Secundária,21373529
2022,15/01/2022,Sergipe,Energia Elétrica Terciário,2084355
2022,15/02/2022,Sergipe,Energia Elétrica Terciário,2652136
2022,15/03/2022,Sergipe,Energia Elétrica Terciário,2698736
2022,15/04/2022,Sergipe,Energia Elétrica Terciário,3350142
2022,15/05/2022,Sergipe,Energia Elétrica Terciário,3841036
2022,15/06/2022,Sergipe,Energia Elétrica Terciário,4570848
2022,15/07/2022,Sergipe,Energia Elétrica Terciário,3784273
2022,15/08/2022,Sergipe,Energia Elétrica Terciário,2776409
2022,15/09/2022,Sergipe,Energia Elétrica Terciário,2776409
2022,15/10/2022,Sergipe,Energia Elétrica Terciário,3178197
2022,15/01/2022,Sergipe,Outros ICMS,31746395
2022,15/02/2022,Sergipe,Outros ICMS,26842374
2022,15/03/2022,Sergipe,Outros ICMS,29435815
2022,15/04/2022,Sergipe,Outros ICMS,26687543
2022,15/05/2022,Sergipe,Outros ICMS,35097081
2022,15/06/2022,Sergipe,Outros ICMS,43954383
2022,15/07/2022,Sergipe,Outros ICMS,37144622
2022,15/08/2022,Sergipe,Outros ICMS,36336587
2022,15/09/2022,Sergipe,Outros ICMS,36336587
2022,15/10/2022,Sergipe,Outros ICMS,40244424
2022,15/01/2022,Sergipe,Petróleo-Combustível-Lubrificantes Secundário,85996529
2022,15/02/2022,Sergipe,Petróleo-Combustível-Lubrificantes Secundário,76646645
2022,15/03/2022,Sergipe,Petróleo-Combustível-Lubrificantes Secundário,71249347
2022,15/04/2022,Sergipe,Petróleo-Combustível-Lubrificantes Secundário,78886529
2022,15/05/2022,Sergipe,Petróleo-Combustível-Lubrificantes Secundário,75122251
2022,15/06/2022,Sergipe,Petróleo-Combustível-Lubrificantes Secundário,87156128
2022,15/07/2022,Sergipe,Petróleo-Combustível-Lubrificantes Secundário,77041425
2022,15/08/2022,Sergipe,Petróleo-Combustível-Lubrificantes Secundário,52102902
2022,15/09/2022,Sergipe,Petróleo-Combustível-Lubrificantes Secundário,52102902
2022,15/10/2022,Sergipe,Petróleo-Combustível-Lubrificantes Secundário,43662991
2022,15/01/2022,Sergipe,Petróleo-Combustível-Lubrificantes Terciário,5859259
2022,15/02/2022,Sergipe,Petróleo-Combustível-Lubrificantes Terciário,5424477
2022,15/03/2022,Sergipe,Petróleo-Combustível-Lubrificantes Terciário,5512578
2022,15/04/2022,Sergipe,Petróleo-Combustível-Lubrificantes Terciário,6352541
2022,15/05/2022,Sergipe,Petróleo-Combustível-Lubrificantes Terciário,8381711
2022,15/06/2022,Sergipe,Petróleo-Combustível-Lubrificantes Terciário,6310920
2022,15/07/2022,Sergipe,Petróleo-Combustível-Lubrificantes Terciário,3559982
2022,15/08/2022,Sergipe,Petróleo-Combustível-Lubrificantes Terciário,3412191
2022,15/09/2022,Sergipe,Petróleo-Combustível-Lubrificantes Terciário,3412191
2022,15/10/2022,Sergipe,Petróleo-Combustível-Lubrificantes Terciário,1278979
2022,15/01/2022,Sergipe,Serviços de Comunicação,15656527
2022,15/02/2022,Sergipe,Serviços de Comunicação,14003748
2022,15/03/2022,Sergipe,Serviços de Comunicação,17239691
2022,15/04/2022,Sergipe,Serviços de Comunicação,15332180
2022,15/05/2022,Sergipe,Serviços de Comunicação,16056539
2022,15/06/2022,Sergipe,Serviços de Comunicação,15257790
2022,15/07/2022,Sergipe,Serviços de Comunicação,13966961
2022,15/08/2022,Sergipe,Serviços de Comunicação,13239647
2022,15/09/2022,Sergipe,Serviços de Comunicação,13239647
2022,15/10/2022,Sergipe,Serviços de Comunicação,8395599
2022,15/01/2022,Sergipe,Serviços de Transporte,6245942
2022,15/02/2022,Sergipe,Serviços de Transporte,5874142
2022,15/03/2022,Sergipe,Serviços de Transporte,6775689
2022,15/04/2022,Sergipe,Serviços de Transporte,6741623
2022,15/05/2022,Sergipe,Serviços de Transporte,7976873
2022,15/06/2022,Sergipe,Serviços de Transporte,6194429
2022,15/07/2022,Sergipe,Serviços de Transporte,5582611
2022,15/08/2022,Sergipe,Serviços de Transporte,7207711
2022,15/09/2022,Sergipe,Serviços de Transporte,7207711
2022,15/10/2022,Sergipe,Serviços de Transporte,5880234
2022,15/01/2022,Tocantins,Comércio Atacadista,51245262
2022,15/02/2022,Tocantins,Comércio Atacadista,42196800
2022,15/03/2022,Tocantins,Comércio Atacadista,45445753
2022,15/04/2022,Tocantins,Comércio Atacadista,49536827
2022,15/05/2022,Tocantins,Comércio Atacadista,47279665
2022,15/06/2022,Tocantins,Comércio Atacadista,47266585
2022,15/07/2022,Tocantins,Comércio Atacadista,52701794
2022,15/08/2022,Tocantins,Comércio Atacadista,52147102
2022,15/09/2022,Tocantins,Comércio Atacadista,52147102
2022,15/10/2022,Tocantins,Comércio Atacadista,53289805
2022,15/01/2022,Tocantins,Comércio Varejista,72625814
2022,15/02/2022,Tocantins,Comércio Varejista,64574008
2022,15/03/2022,Tocantins,Comércio Varejista,75997548
2022,15/04/2022,Tocantins,Comércio Varejista,60719762
2022,15/05/2022,Tocantins,Comércio Varejista,66021926
2022,15/06/2022,Tocantins,Comércio Varejista,73659281
2022,15/07/2022,Tocantins,Comércio Varejista,68523767
2022,15/08/2022,Tocantins,Comércio Varejista,74562529
2022,15/09/2022,Tocantins,Comércio Varejista,74562529
2022,15/10/2022,Tocantins,Comércio Varejista,73826236
2022,15/01/2022,Tocantins,Energia Elétrica Secundária,40432293
2022,15/02/2022,Tocantins,Energia Elétrica Secundária,35850712
2022,15/03/2022,Tocantins,Energia Elétrica Secundária,34706861
2022,15/04/2022,Tocantins,Energia Elétrica Secundária,39577255
2022,15/05/2022,Tocantins,Energia Elétrica Secundária,39094967
2022,15/06/2022,Tocantins,Energia Elétrica Secundária,37251032
2022,15/07/2022,Tocantins,Energia Elétrica Secundária,37846054
2022,15/08/2022,Tocantins,Energia Elétrica Secundária,33103163
2022,15/09/2022,Tocantins,Energia Elétrica Secundária,33103163
2022,15/10/2022,Tocantins,Energia Elétrica Secundária,28580204
2022,15/01/2022,Tocantins,Energia Elétrica Terciário,0
2022,15/02/2022,Tocantins,Energia Elétrica Terciário,0
2022,15/03/2022,Tocantins,Energia Elétrica Terciário,0
2022,15/04/2022,Tocantins,Energia Elétrica Terciário,0
2022,15/05/2022,Tocantins,Energia Elétrica Terciário,0
2022,15/06/2022,Tocantins,Energia Elétrica Terciário,0
2022,15/07/2022,Tocantins,Energia Elétrica Terciário,0
2022,15/08/2022,Tocantins,Energia Elétrica Terciário,0
2022,15/09/2022,Tocantins,Energia Elétrica Terciário,0
2022,15/10/2022,Tocantins,Energia Elétrica Terciário,0
2022,15/01/2022,Tocantins,Outros ICMS,9607566
2022,15/02/2022,Tocantins,Outros ICMS,6181168
2022,15/03/2022,Tocantins,Outros ICMS,7863381
2022,15/04/2022,Tocantins,Outros ICMS,9092750
2022,15/05/2022,Tocantins,Outros ICMS,10631897
2022,15/06/2022,Tocantins,Outros ICMS,11160150
2022,15/07/2022,Tocantins,Outros ICMS,11855426
2022,15/08/2022,Tocantins,Outros ICMS,13200988
2022,15/09/2022,Tocantins,Outros ICMS,13200988
2022,15/10/2022,Tocantins,Outros ICMS,12518829
2022,15/01/2022,Tocantins,Petróleo-Combustível-Lubrificantes Secundário,122440601
2022,15/02/2022,Tocantins,Petróleo-Combustível-Lubrificantes Secundário,101824187
2022,15/03/2022,Tocantins,Petróleo-Combustível-Lubrificantes Secundário,103835696
2022,15/04/2022,Tocantins,Petróleo-Combustível-Lubrificantes Secundário,144405390
2022,15/05/2022,Tocantins,Petróleo-Combustível-Lubrificantes Secundário,127254058
2022,15/06/2022,Tocantins,Petróleo-Combustível-Lubrificantes Secundário,138073473
2022,15/07/2022,Tocantins,Petróleo-Combustível-Lubrificantes Secundário,128546984
2022,15/08/2022,Tocantins,Petróleo-Combustível-Lubrificantes Secundário,100830735
2022,15/09/2022,Tocantins,Petróleo-Combustível-Lubrificantes Secundário,100830735
2022,15/10/2022,Tocantins,Petróleo-Combustível-Lubrificantes Secundário,102813511
2022,15/01/2022,Tocantins,Petróleo-Combustível-Lubrificantes Terciário,0
2022,15/02/2022,Tocantins,Petróleo-Combustível-Lubrificantes Terciário,0
2022,15/03/2022,Tocantins,Petróleo-Combustível-Lubrificantes Terciário,0
2022,15/04/2022,Tocantins,Petróleo-Combustível-Lubrificantes Terciário,0
2022,15/05/2022,Tocantins,Petróleo-Combustível-Lubrificantes Terciário,0
2022,15/06/2022,Tocantins,Petróleo-Combustível-Lubrificantes Terciário,0
2022,15/07/2022,Tocantins,Petróleo-Combustível-Lubrificantes Terciário,0
2022,15/08/2022,Tocantins,Petróleo-Combustível-Lubrificantes Terciário,0
2022,15/09/2022,Tocantins,Petróleo-Combustível-Lubrificantes Terciário,0
2022,15/10/2022,Tocantins,Petróleo-Combustível-Lubrificantes Terciário,0
2022,15/01/2022,Tocantins,Serviços de Comunicação,11807153
2022,15/02/2022,Tocantins,Serviços de Comunicação,12019633
2022,15/03/2022,Tocantins,Serviços de Comunicação,12086593
2022,15/04/2022,Tocantins,Serviços de Comunicação,11641087
2022,15/05/2022,Tocantins,Serviços de Comunicação,11964085
2022,15/06/2022,Tocantins,Serviços de Comunicação,12470423
2022,15/07/2022,Tocantins,Serviços de Comunicação,12648276
2022,15/08/2022,Tocantins,Serviços de Comunicação,12427567
2022,15/09/2022,Tocantins,Serviços de Comunicação,12427567
2022,15/10/2022,Tocantins,Serviços de Comunicação,11669700
2022,15/01/2022,Tocantins,Serviços de Transporte,2759610
2022,15/02/2022,Tocantins,Serviços de Transporte,2920854
2022,15/03/2022,Tocantins,Serviços de Transporte,3809751
2022,15/04/2022,Tocantins,Serviços de Transporte,4587236
2022,15/05/2022,Tocantins,Serviços de Transporte,5453947
2022,15/06/2022,Tocantins,Serviços de Transporte,6983957
2022,15/07/2022,Tocantins,Serviços de Transporte,6525774
2022,15/08/2022,Tocantins,Serviços de Transporte,8889487
2022,15/09/2022,Tocantins,Serviços de Transporte,8889487
2022,15/10/2022,Tocantins,Serviços de Transporte,5671221
