Data;DataReferencia;IPCA;IPCA_Livres;IPCA_Servicos;IPCA_BensIndustrializados;IPCA_AlimentacaoDomicilio;IPCA_Administrados;Cambio;IGP-M;TaxaDesocupacao;Caminho
02/12/2021;15/11/2023;0.32;0.345;0.305;0.2398;0.59;0.415;5.5;;12.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/10/2023;0.3;0.415;0.31;0.41;0.53;0.2914;5.5;;12.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/09/2023;0.2262;0.29;0.35;0.3;0.15;0.31;5.5;;12.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/08/2023;0.15;0.14;0.2022;0.22;0.06;0.3178;5.5;;12.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/07/2023;0.2;0.2062;0.48;0.1151;0.0;0.495;5.52;;12.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/06/2023;0.19;0.21;0.3017;0.194;0.0684;0.48;5.5;;12.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/05/2023;0.25;0.21;0.125;0.2695;0.22;0.42;5.5;0.2411;12.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/03/2023;0.3;0.31;0.27;0.3;0.5;0.3;5.515;0.3181;14.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/02/2023;0.3881;0.47;0.92;0.2577;0.3;0.32;5.51;0.35;12.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/01/2023;0.4;0.45;0.39;0.305;0.9;0.3815;5.6;0.4265;12.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/12/2022;0.575;0.675;0.7696;0.4983;0.81;0.4281;5.6;0.49;12.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/11/2022;0.4;0.38;0.33;0.32;0.575;0.52;5.6;0.5;12.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/04/2023;0.3;0.3;0.285;0.2702;0.45;0.37;5.52;0.3444;12.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/09/2022;0.34;0.36;0.44;0.425;0.1013;0.445;5.65;0.57;12.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/10/2022;0.4009;0.5053;0.4;0.59;0.555;0.41;5.65;0.57;12.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/12/2021;0.75;0.82;0.8;0.86;0.89;0.5326;5.5417;0.62;12.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/01/2022;0.56;0.585;0.4193;0.6207;1.0;0.34;5.5071;0.5153;12.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/02/2022;0.67;0.935;1.41;0.54;0.41;0.28;5.5054;0.4887;12.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/03/2022;0.44;0.485;0.37;0.515;0.745;0.3;5.5243;0.405;13.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/11/2021;1.05;0.69;0.3611;1.3;0.6;2.09;5.5243;0.405;12.55;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/05/2022;0.0958;0.23;0.1;0.39;0.1857;-0.4736;5.554;0.3194;12.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/06/2022;0.3101;0.29;0.3815;0.329;0.14;0.49;5.5929;0.45;12.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/07/2022;0.4;0.3;0.57;0.1859;-0.11;0.955;5.6;0.37;12.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/08/2022;0.28;0.195;0.23;0.4065;-0.075;0.6;5.62;0.4;12.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/12/2021;15/04/2022;0.46;0.42;0.365;0.4;0.64;0.6;5.55;0.35;12.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/01/2023;0.4;0.4;0.37;0.305;0.7;0.3815;5.5146;0.4316;11.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/02/2023;0.39;0.43;0.665;0.285;0.3;0.32;5.5;0.4;12.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/03/2023;0.3;0.31;0.26;0.3;0.5;0.3;5.5;0.37;13.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/04/2023;0.3;0.3;0.3;0.295;0.44;0.4;5.5;0.3444;13.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/06/2023;0.1982;0.21;0.3;0.199;0.0842;0.4;5.5;0.3444;13.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/08/2023;0.15;0.13;0.2043;0.22;0.09;0.31;5.4917;0.3444;13.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/09/2023;0.23;0.26;0.305;0.3;0.1525;0.26;5.5;0.3444;13.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/10/2023;0.3;0.32;0.3;0.3321;0.43;0.32;5.48;0.3444;13.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/11/2023;0.3;0.3;0.3;0.2449;0.46;0.38;5.5;0.3444;13.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/12/2022;0.59;0.663;0.74;0.4783;0.805;0.46;5.55;0.5;12.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/07/2023;0.2;0.16;0.3287;0.12;0.0278;0.44;5.5;0.5;12.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/11/2022;0.4;0.37;0.33;0.295;0.57;0.55;5.6;0.51;11.95;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/05/2023;0.25;0.21;0.15;0.279;0.22;0.31;5.5;0.25;11.95;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/09/2022;0.35;0.35;0.4;0.41;0.1013;0.49;5.6423;0.585;12.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/11/2021;1.08;0.69;0.34;1.39;0.5;2.115;5.6423;0.585;12.47;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/12/2021;0.72;0.86;0.805;0.935;0.855;0.44;5.6;0.6;12.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/01/2022;0.55;0.585;0.34;0.6304;1.025;0.31;5.5075;0.5377;12.64;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/02/2022;0.715;0.9;1.32;0.605;0.41;0.302;5.5107;0.4;12.85;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/03/2022;0.45;0.52;0.39;0.525;0.745;0.32;5.5151;0.4;13.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/10/2021;0.45;0.52;0.39;0.525;0.745;0.32;5.5151;0.4;12.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/04/2022;0.47;0.44;0.38;0.41;0.645;0.62;5.55;0.35;12.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/08/2022;0.29;0.1846;0.25;0.345;-0.11;0.6;5.6;0.4;12.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/07/2022;0.4153;0.265;0.53;0.195;-0.12;0.94;5.6;0.39;12.42;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/10/2022;0.41;0.43;0.38;0.515;0.515;0.43;5.6;0.58;12.05;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/05/2022;0.09;0.225;0.11;0.4004;0.225;-0.5;5.58;0.31;12.65;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
03/12/2021;15/06/2022;0.31;0.27;0.37;0.315;0.03;0.47;5.6;0.43;12.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/11/2022;0.4;0.37;0.33;0.295;0.57;0.5665;5.6;0.505;11.95;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/10/2023;0.3;0.32;0.3;0.32;0.43;0.32;5.46;0.505;11.95;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/09/2023;0.23;0.25;0.305;0.3;0.155;0.255;5.47;0.505;11.95;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/08/2023;0.15;0.1295;0.2022;0.22;0.09;0.305;5.45;0.505;11.95;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/11/2023;0.3;0.3;0.3;0.2449;0.46;0.3697;5.5;0.505;11.95;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/06/2023;0.2;0.21;0.3;0.2045;0.1;0.33;5.5;0.505;11.95;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/05/2023;0.25;0.204;0.1502;0.29;0.22;0.3248;5.5;0.26;11.95;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/04/2023;0.3;0.295;0.3;0.3;0.44;0.39;5.5;0.3444;11.95;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/03/2023;0.3;0.305;0.27;0.3;0.5;0.3;5.5;0.39;12.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/02/2023;0.3881;0.4285;0.665;0.3;0.3;0.32;5.5;0.4;12.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/01/2023;0.4;0.4135;0.37;0.3;0.7;0.3908;5.5;0.4316;11.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/12/2022;0.59;0.66;0.74;0.48;0.8;0.46;5.55;0.5;12.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/07/2023;0.2;0.16;0.3287;0.13;0.0555;0.445;5.4967;0.5;12.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/10/2022;0.42;0.43;0.38;0.5339;0.51;0.43;5.6;0.57;12.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/08/2022;0.2806;0.18;0.245;0.36;-0.11;0.6;5.6;0.4;12.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/09/2022;0.35;0.35;0.4;0.41;0.1026;0.48;5.6423;0.56;12.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/10/2021;0.35;0.35;0.4;0.41;0.1026;0.48;5.6423;0.56;12.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/11/2021;1.09;0.695;0.34;1.39;0.5;2.1;5.6423;0.56;12.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/01/2022;0.55;0.585;0.34;0.6304;0.9852;0.33;5.5075;0.5406;12.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/02/2022;0.72;0.89;1.3;0.62;0.41;0.306;5.5196;0.4;12.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/12/2021;0.72;0.86;0.8;0.88;0.8712;0.445;5.6;0.6;12.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/04/2022;0.47;0.436;0.36;0.4;0.65;0.615;5.5442;0.35;12.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/05/2022;0.09;0.23;0.105;0.4007;0.2;-0.5;5.554;0.32;12.65;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/06/2022;0.305;0.27;0.37;0.32;0.03;0.47;5.6;0.425;12.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/07/2022;0.43;0.27;0.53;0.19;-0.12;0.945;5.6;0.39;12.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/12/2021;15/03/2022;0.46;0.52;0.38;0.52;0.745;0.3185;5.5063;0.4;13.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/04/2023;0.3;0.3;0.2968;0.295;0.4248;0.38;5.5;0.3444;13.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/01/2023;0.4;0.427;0.39;0.3;0.7033;0.385;5.5;0.4241;11.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/02/2023;0.39;0.447;0.6797;0.285;0.3;0.32;5.5;0.4;12.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/03/2023;0.3;0.305;0.27;0.2895;0.485;0.3;5.5;0.37;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/05/2023;0.25;0.208;0.148;0.2765;0.22;0.3202;5.495;0.25;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/11/2023;0.3;0.3;0.3;0.2449;0.47;0.38;5.4;0.25;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/07/2023;0.2;0.165;0.339;0.13;0.0;0.45;5.4784;0.25;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/08/2023;0.15;0.12;0.2;0.2271;0.09;0.3002;5.45;0.25;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/09/2023;0.23;0.25;0.3;0.3;0.15;0.26;5.465;0.25;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/10/2023;0.3;0.32;0.3;0.3321;0.4228;0.32;5.4411;0.25;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/12/2022;0.59;0.66;0.74;0.48;0.81;0.46;5.55;0.5;11.9937;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/06/2023;0.2;0.21;0.3;0.2019;0.1;0.2611;5.475;0.5;11.9937;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/11/2022;0.402;0.37;0.33;0.29;0.57;0.55;5.6;0.515;11.9586;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/04/2022;0.4671;0.438;0.3702;0.4;0.65;0.61;5.5442;0.35;12.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/09/2022;0.35;0.35;0.4;0.41;0.1;0.47;5.65;0.56;12.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/11/2021;1.09;0.7;0.34;1.39;0.5;2.1;5.65;0.56;12.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/12/2021;0.72;0.86;0.8;0.8865;0.875;0.445;5.6;0.6;12.275;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/01/2022;0.55;0.585;0.34;0.6304;1.025;0.3283;5.5046;0.5406;12.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/02/2022;0.71;0.895;1.3;0.605;0.41;0.31;5.5083;0.4;12.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/03/2022;0.46;0.525;0.379;0.5259;0.7569;0.32;5.5063;0.4;13.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/10/2021;0.46;0.525;0.379;0.5259;0.7569;0.32;5.5063;0.4;12.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/05/2022;0.09;0.23;0.1053;0.4193;0.2015;-0.53;5.554;0.335;12.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/06/2022;0.3;0.27;0.37;0.32;0.03;0.47;5.6;0.4;12.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/07/2022;0.42;0.27;0.53;0.19;-0.12;0.94;5.6;0.39;12.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/08/2022;0.2849;0.18;0.24;0.356;-0.11;0.6;5.6;0.3986;12.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
07/12/2021;15/10/2022;0.42;0.435;0.38;0.52;0.5192;0.43;5.6;0.58;12.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/02/2023;0.39;0.447;0.6797;0.285;0.3;0.32;5.5;0.4;12.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/03/2023;0.3;0.305;0.27;0.2895;0.485;0.3;5.5;0.37;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/04/2023;0.3;0.3;0.2968;0.295;0.4248;0.38;5.5;0.35;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/05/2023;0.25;0.208;0.148;0.2765;0.22;0.3304;5.49;0.26;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/06/2023;0.2;0.21;0.3;0.2019;0.1;0.2611;5.45;0.26;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/08/2023;0.15;0.12;0.2;0.2271;0.09;0.3002;5.45;0.26;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/09/2023;0.23;0.25;0.3;0.3;0.15;0.2801;5.46;0.26;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/10/2023;0.3;0.32;0.3;0.3321;0.4228;0.32;5.4222;0.26;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/11/2023;0.3;0.3;0.3;0.2449;0.47;0.3593;5.4;0.26;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/01/2023;0.4;0.427;0.39;0.3;0.7033;0.365;5.5122;0.429;11.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/07/2023;0.2;0.165;0.339;0.13;0.0;0.45;5.46;0.429;11.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/12/2022;0.59;0.66;0.74;0.48;0.81;0.4578;5.56;0.5;11.9937;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/11/2022;0.4;0.37;0.33;0.3;0.57;0.5665;5.6;0.51;11.9586;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/10/2021;0.4;0.37;0.33;0.3;0.57;0.5665;5.6;0.51;12.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/10/2022;0.42;0.43;0.38;0.515;0.5192;0.425;5.6235;0.575;12.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/11/2021;1.09;0.695;0.35;1.39;0.5;2.1;5.6235;0.575;12.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/12/2021;0.72;0.86;0.805;0.88;0.875;0.45;5.6;0.6;12.275;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/01/2022;0.55;0.595;0.34;0.645;1.025;0.3266;5.505;0.5303;12.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/03/2022;0.465;0.52;0.379;0.5259;0.7285;0.32;5.5125;0.4;13.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/02/2022;0.72;0.89;1.3;0.62;0.41;0.31;5.51;0.4;12.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/05/2022;0.0908;0.23;0.1053;0.4193;0.2;-0.515;5.58;0.34;12.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/06/2022;0.3;0.27;0.36;0.32;0.03;0.47;5.6;0.4;12.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/07/2022;0.42;0.27;0.5194;0.19;-0.12;0.93;5.6;0.39;12.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/08/2022;0.28;0.18;0.235;0.363;-0.11;0.595;5.625;0.4;12.2;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/09/2022;0.35;0.35;0.4;0.4;0.1;0.48;5.651;0.5627;12.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/12/2021;15/04/2022;0.47;0.436;0.3702;0.4;0.645;0.605;5.5471;0.35;12.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/12/2021;15/04/2023;0.3;0.315;0.2968;0.3;0.4096;0.36;5.5;0.35;12.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/12/2021;15/01/2023;0.4;0.4135;0.395;0.3;0.7;0.365;5.5122;0.4131;11.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/12/2021;15/02/2023;0.39;0.4485;0.6549;0.3;0.3;0.32;5.5;0.4;12.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/12/2021;15/03/2023;0.3;0.31;0.27;0.2895;0.47;0.3;5.5;0.37;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/12/2021;15/05/2023;0.25;0.209;0.148;0.29;0.22;0.3304;5.5;0.25;12.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/12/2021;15/12/2022;0.59;0.66;0.74;0.48;0.81;0.4578;5.55;0.5;11.9937;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
