Data;DataReferencia;IPCA;IPCA_Livres;IPCA_Servicos;IPCA_BensIndustrializados;IPCA_AlimentacaoDomicilio;IPCA_Administrados;Cambio;IGP-M;TaxaDesocupacao;Caminho
01/09/2022;15/12/2023;0.53;0.69;0.86;0.485;0.65;0.34;5.2;0.458;9.41;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/01/2024;0.448;0.4;0.3;0.3935;0.8;0.43;5.14;0.4032;8.65;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/02/2024;0.4;0.493;0.7;0.27;0.27;0.3;5.115;0.215;8.65;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/03/2024;0.315;0.32;0.3;0.3;0.564;0.35;5.12;0.215;8.65;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/05/2024;0.25;0.2;0.25;0.26;0.23;0.3985;5.1;0.215;8.65;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/06/2024;0.21;0.22;0.4;0.2;0.2;0.28;5.1;0.215;8.65;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/07/2024;0.2;0.2;0.4;0.1;0.035;0.35;5.1;0.215;8.65;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/08/2024;0.17;0.175;0.22;0.2;0.0;0.265;4.9;0.215;8.65;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/10/2023;0.4;0.49;0.49;0.465;0.555;0.37;5.16;0.45;9.55;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/04/2024;0.32;0.32;0.3;0.275;0.5;0.4;5.1;0.45;9.55;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/09/2023;0.33;0.3455;0.43;0.32;0.2899;0.315;5.17;0.4332;9.57;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/08/2023;0.25;0.215;0.23;0.29;0.14;0.39;5.16;0.3028;9.685;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/07/2023;0.3012;0.305;0.51;0.1137;-0.0413;0.52;5.15;0.3032;9.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/09/2022;0.3195;0.45;0.6575;0.46;0.114;-0.04;5.205;0.38;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/10/2022;0.53;0.596;0.715;0.592;0.25;0.4;5.25;0.655;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/11/2022;0.52;0.476;0.5293;0.34;0.4293;0.62;5.2;0.625;8.75;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/12/2022;0.75;0.83;1.0;0.6336;0.7;0.533;5.2;0.68;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/01/2023;0.6499;0.53;0.45;0.41;0.86;0.905;5.2;0.57;9.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/08/2022;-0.33;0.4;0.355;0.425;0.3211;-2.06;5.2;0.57;8.99;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/03/2023;0.48;0.4455;0.34;0.365;0.715;0.51;5.2;0.3877;9.61;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/04/2023;0.45;0.4375;0.4;0.3;0.59;0.64;5.2;0.395;9.5544;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/05/2023;0.35;0.225;0.16;0.37;0.15;0.62;5.2;0.3;9.5789;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/06/2023;0.32;0.295;0.45;0.25;0.09;0.43;5.15;0.4;9.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
01/09/2022;15/02/2023;0.65;0.695;1.1;0.395;0.345;0.61;5.2;0.5;9.405;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/11/2023;0.385;0.33;0.35;0.235;0.49;0.415;5.175;0.4186;9.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/12/2023;0.54;0.665;0.77;0.425;0.65;0.367;5.2;0.5;9.455;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/01/2024;0.448;0.4;0.3;0.383;0.805;0.4;5.11;0.4;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/02/2024;0.4;0.493;0.805;0.27;0.27;0.316;5.11;0.3197;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/03/2024;0.32;0.31;0.34;0.3;0.573;0.35;5.12;0.3197;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/05/2024;0.25;0.2;0.25;0.26;0.2315;0.3985;5.1;0.3197;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/06/2024;0.21;0.21;0.4115;0.21;0.2;0.36;5.1;0.3197;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/07/2024;0.2;0.2;0.4;0.22;0.215;0.35;5.1;0.3197;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/08/2024;0.17;0.185;0.25;0.2;0.15;0.265;5.05;0.3197;9.3;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/10/2023;0.42;0.485;0.462;0.45;0.49;0.37;5.16;0.48;9.55;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/04/2024;0.31;0.317;0.365;0.33;0.47;0.4;5.1;0.48;9.55;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/09/2023;0.34;0.343;0.435;0.325;0.32;0.33;5.17;0.45;9.57;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/08/2023;0.2657;0.19;0.235;0.29;0.1;0.38;5.1541;0.32;9.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/07/2023;0.3;0.27;0.494;0.11;0.02;0.5085;5.15;0.3;9.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/09/2022;0.28;0.449;0.6488;0.42;-0.01;-0.091;5.205;0.35;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/10/2022;0.52;0.55;0.72;0.58;0.24;0.4;5.25;0.58;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/11/2022;0.51;0.47;0.5243;0.34;0.4;0.615;5.2;0.6;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/12/2022;0.75;0.83;1.0;0.625;0.7;0.5349;5.2;0.6;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/01/2023;0.62;0.52;0.45;0.36;0.8505;0.8;5.2;0.5;9.13;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/08/2022;-0.35;0.34;0.35;0.365;0.265;-2.18;5.2;0.5;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/03/2023;0.47;0.42;0.335;0.36;0.63;0.51;5.2;0.39;9.61;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/04/2023;0.45;0.4157;0.4;0.3;0.58;0.65;5.195;0.33;9.5544;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/05/2023;0.35;0.23;0.155;0.35;0.15;0.625;5.1503;0.3;9.5789;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/06/2023;0.32;0.295;0.4;0.25;0.23;0.435;5.15;0.36;9.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
02/09/2022;15/02/2023;0.64;0.68;1.085;0.39;0.26;0.56;5.2;0.41;9.455;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/11/2023;0.38;0.33;0.36;0.25;0.52;0.41;5.175;0.5;9.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/12/2023;0.5376;0.6296;0.775;0.4406;0.6817;0.36;5.2;0.475;9.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/01/2024;0.43;0.4;0.315;0.3915;0.805;0.4;5.14;0.4;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/02/2024;0.4;0.496;0.695;0.285;0.31;0.308;5.125;0.3197;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/03/2024;0.32;0.32;0.34;0.31;0.55;0.35;5.13;0.3197;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/05/2024;0.25;0.2;0.27;0.265;0.2665;0.4;5.1;0.3197;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/06/2024;0.21;0.22;0.4365;0.245;0.235;0.36;5.1;0.3197;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/07/2024;0.2;0.21;0.392;0.245;0.215;0.375;5.1;0.3197;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/08/2024;0.18;0.18;0.25;0.2;0.15;0.265;5.1;0.3197;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/10/2023;0.405;0.47;0.471;0.47;0.49;0.37;5.16;0.5;9.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/04/2024;0.32;0.3235;0.39;0.35;0.5;0.4;5.1;0.5;9.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/09/2023;0.3324;0.33;0.43;0.325;0.23;0.32;5.17;0.425;9.535;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/08/2023;0.2657;0.2;0.244;0.305;0.065;0.38;5.1541;0.325;9.67;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/07/2023;0.3006;0.27;0.497;0.1137;-0.0563;0.57;5.15;0.355;9.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/09/2022;0.2716;0.44;0.64;0.4;0.02;-0.16;5.2;0.349;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/10/2022;0.52;0.54;0.72;0.58;0.24;0.4;5.25;0.58;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/11/2022;0.51;0.465;0.52;0.34;0.415;0.61;5.2;0.63;8.85;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/12/2022;0.75;0.829;0.99;0.62;0.7;0.5349;5.2;0.6;8.85;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/01/2023;0.62;0.52;0.45;0.36;0.841;0.765;5.2;0.5065;9.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/08/2022;-0.35;0.34;0.355;0.3503;0.26;-2.21;5.2;0.5065;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/03/2023;0.47;0.42;0.33;0.355;0.645;0.495;5.2;0.39;9.605;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/04/2023;0.45;0.4013;0.4;0.3;0.655;0.65;5.2;0.4;9.51;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/05/2023;0.35;0.23;0.17;0.355;0.15;0.61;5.1553;0.3;9.5578;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/06/2023;0.32;0.29;0.4;0.255;0.225;0.42;5.15;0.4;9.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
05/09/2022;15/02/2023;0.64;0.675;1.08;0.385;0.265;0.55;5.2;0.41;9.41;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/11/2023;0.38;0.3425;0.37;0.25;0.5;0.41;5.175;0.5;9.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/12/2023;0.5388;0.6296;0.78;0.46;0.71;0.355;5.2;0.46;9.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/01/2024;0.4;0.4;0.315;0.3915;0.805;0.4;5.14;0.4;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/02/2024;0.4;0.496;0.695;0.285;0.31;0.308;5.125;0.35;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/03/2024;0.32;0.32;0.34;0.31;0.55;0.35;5.13;0.35;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/05/2024;0.24;0.2;0.27;0.265;0.2665;0.4;5.1;0.35;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/06/2024;0.215;0.22;0.4365;0.245;0.235;0.285;5.1;0.35;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/07/2024;0.2;0.21;0.392;0.245;0.215;0.375;5.1;0.35;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/08/2024;0.19;0.18;0.25;0.2;0.15;0.265;5.1;0.35;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/10/2023;0.405;0.485;0.48;0.47;0.5;0.35;5.17;0.5;9.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/04/2024;0.315;0.3235;0.39;0.35;0.5;0.4;5.1;0.5;9.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/09/2023;0.3333;0.333;0.43;0.35;0.19;0.315;5.18;0.4125;9.535;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/08/2022;-0.35;0.34;0.355;0.335;0.24;-2.21;5.18;0.4125;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/07/2023;0.3121;0.285;0.5;0.158;-0.0526;0.555;5.1507;0.35;9.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/09/2022;0.26;0.44;0.64;0.39;0.02;-0.17;5.2;0.32;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/10/2022;0.52;0.54;0.7293;0.56;0.24;0.4;5.25;0.57;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/11/2022;0.5093;0.465;0.52;0.34;0.415;0.6147;5.2;0.6;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/12/2022;0.75;0.829;0.97;0.62;0.7;0.536;5.2;0.6;8.9;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/01/2023;0.6;0.52;0.45;0.36;0.885;0.765;5.2;0.513;9.1;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/08/2023;0.2642;0.2;0.244;0.33;0.03;0.38;5.17;0.32;9.67;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/03/2023;0.47;0.415;0.33;0.355;0.63;0.475;5.2;0.4;9.605;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/04/2023;0.45;0.4157;0.4;0.3;0.66;0.655;5.2;0.4;9.51;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/05/2023;0.342;0.23;0.17;0.355;0.15;0.6;5.175;0.3;9.5578;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/06/2023;0.32;0.305;0.4;0.26;0.22;0.405;5.15;0.38;9.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
06/09/2022;15/02/2023;0.64;0.675;1.08;0.385;0.265;0.55;5.2;0.41;9.41;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/11/2023;0.3753;0.33;0.37;0.25;0.52;0.41;5.2;0.5;9.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/12/2023;0.5338;0.64;0.775;0.46;0.725;0.36;5.2;0.5;9.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/01/2024;0.4;0.4;0.315;0.3915;0.81;0.4;5.15;0.4;8.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/02/2024;0.4;0.493;0.81;0.285;0.35;0.316;5.15;0.3893;8.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/03/2024;0.3;0.33;0.38;0.31;0.6;0.35;5.15;0.3893;8.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/05/2024;0.245;0.2;0.24;0.265;0.263;0.3985;5.15;0.3893;8.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/06/2024;0.226;0.23;0.45;0.245;0.2;0.36;5.15;0.3893;8.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/07/2024;0.2;0.22;0.421;0.245;0.21;0.4;5.16;0.3893;8.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/08/2024;0.19;0.185;0.23;0.2;0.065;0.265;5.125;0.3893;8.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/10/2023;0.4;0.5;0.471;0.47;0.5;0.34;5.175;0.5;9.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/04/2024;0.31;0.33;0.45;0.35;0.5;0.4;5.15;0.5;9.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/09/2023;0.3329;0.336;0.43;0.35;0.185;0.32;5.19;0.41;9.5;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/08/2023;0.2592;0.2;0.244;0.33;0.0;0.38;5.175;0.3056;9.65;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/07/2023;0.3121;0.3;0.5;0.158;-0.0163;0.54;5.1514;0.3;9.7;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/08/2022;-0.36;0.34;0.355;0.335;0.24;-2.215;5.1514;0.3;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/09/2022;0.26;0.44;0.6488;0.39;0.02;-0.175;5.2;0.3;8.95;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/10/2022;0.52;0.555;0.7393;0.56;0.24;0.4;5.25;0.545;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/12/2022;0.75;0.828;0.97;0.62;0.75;0.5375;5.2;0.6;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/01/2023;0.6;0.52;0.45;0.36;0.95;0.76;5.2;0.5;9.05;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/11/2022;0.51;0.47;0.52;0.34;0.42;0.605;5.2;0.6;8.8;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/03/2023;0.47;0.41;0.33;0.355;0.645;0.46;5.2;0.41;9.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/04/2023;0.45;0.4013;0.4;0.3;0.7;0.66;5.2;0.4;9.505;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/05/2023;0.346;0.23;0.17;0.355;0.18;0.61;5.19;0.3;9.5339;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/06/2023;0.31;0.32;0.4;0.26;0.21;0.42;5.15;0.35;9.6;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
08/09/2022;15/02/2023;0.64;0.67;1.08;0.385;0.265;0.55;5.2;0.5;9.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/02/2024;0.4;0.493;0.7;0.325;0.33;0.316;5.2;0.3893;9.35;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/11/2023;0.37;0.35;0.37;0.24;0.495;0.41;5.2;0.475;9.4;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/12/2023;0.54;0.68;0.825;0.5;0.725;0.33;5.2;0.4605;9.33;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/01/2024;0.4;0.4;0.315;0.415;0.81;0.4;5.2;0.4;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/03/2024;0.3;0.32;0.37;0.355;0.55;0.35;5.2;0.4;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/09/2024;0.28;0.26;0.306;0.25;0.25;0.29;5.2;0.4;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/05/2024;0.25;0.2;0.24;0.265;0.249;0.3985;5.2;0.4;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/06/2024;0.226;0.21;0.4;0.245;0.2;0.3;5.2;0.4;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/07/2024;0.2;0.2;0.37;0.21;0.1;0.4;5.2;0.4;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/08/2024;0.19;0.2;0.275;0.27;0.13;0.27;5.17;0.4;9.0;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/10/2023;0.4;0.434;0.461;0.54;0.495;0.32;5.2;0.45;9.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
09/09/2022;15/04/2024;0.3078;0.32;0.33;0.37;0.5;0.4;5.2;0.45;9.45;C:\Users\cacau\OneDrive - uema.br\Documentos\MESTRADO\DISSERTACAO\Dados_Abertos
